PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,TotalExpenditure,Name
1825_01,Mars,False,F,TRAPPIST-1e,21.0,False,649.0,Branca Powenoble
1825_02,Earth,False,E,TRAPPIST-1e,35.0,False,791.0,Alfrey Powenoble
1830_01,Earth,True,G,PSO J318.5-22,15.0,False,0.0,Coracy Fielson
1832_01,Mars,False,F,TRAPPIST-1e,48.0,False,2040.0,Celina Mccarveymon
1835_01,Europa,True,B,TRAPPIST-1e,22.0,False,0.0,Antak Cassiding
1835_02,Europa,True,B,TRAPPIST-1e,42.0,False,0.0,Hekaron Cassiding
1837_01,Europa,True,B,55 Cancri e,13.0,False,0.0,Maiam Whealeed
1838_01,Mars,True,F,TRAPPIST-1e,35.0,False,0.0,Cowl Erte
1839_01,Mars,False,F,TRAPPIST-1e,27.0,False,1224.0,Clech Purt
1840_01,Earth,True,G,55 Cancri e,21.0,False,0.0,Andan Quinnerry
1842_01,Mars,False,D,TRAPPIST-1e,22.0,False,803.0,Walls Stche
1845_01,Europa,False,C,TRAPPIST-1e,33.0,False,7138.0,Sabiton Goortedant
1851_01,Europa,False,B,55 Cancri e,25.0,False,7226.0,Zaurah Healted
1851_02,Europa,True,B,TRAPPIST-1e,37.0,False,0.0,Mino Healted
1852_01,Europa,True,B,55 Cancri e,36.0,False,0.0,Zaurid Semootor
1852_02,Europa,False,B,55 Cancri e,47.0,False,1697.0,Golaron Semootor
1852_03,Europa,True,B,TRAPPIST-1e,34.0,False,0.0,Tachird Semootor
1852_04,Europa,True,B,55 Cancri e,29.0,False,0.0,Sadlami Semootor
1858_01,Europa,False,C,55 Cancri e,39.0,False,4372.0,Naosura Coniple
1862_01,Mars,False,F,55 Cancri e,27.0,False,1292.0,Iney Bardsey
1862_02,Earth,False,G,55 Cancri e,35.0,False,950.0,Joanry Bardsey
1862_03,Earth,False,G,TRAPPIST-1e,0.0,False,0.0,Dorene Houseson
1867_01,Europa,True,C,55 Cancri e,33.0,False,0.0,Isotone Unings
1869_01,Mars,False,F,TRAPPIST-1e,24.0,False,1289.0,Pioss Curt
1870_01,Mars,False,F,TRAPPIST-1e,19.0,False,1753.0,Hammet Reste
1875_01,Mars,False,D,TRAPPIST-1e,33.0,False,962.0,Dills Soun
1876_01,Mars,False,F,TRAPPIST-1e,19.0,False,739.0,Guada Buckson
1883_01,Earth,True,E,TRAPPIST-1e,16.0,False,0.0,Berbee Flell
1885_01,Earth,False,G,TRAPPIST-1e,47.0,False,386.0,Breney Starkers
1893_01,Mars,True,F,TRAPPIST-1e,40.0,False,0.0,Coass Empie
1894_01,Mars,True,F,TRAPPIST-1e,19.0,False,0.0,Arts Steen
1895_01,Mars,False,F,TRAPPIST-1e,27.0,False,1309.0,Ocoats Wate
1896_01,Earth,False,E,TRAPPIST-1e,31.0,False,4651.0,
1900_01,Mars,False,F,TRAPPIST-1e,24.0,False,1292.0,
1904_01,Europa,False,A,55 Cancri e,31.0,False,3382.0,Sceleon Scerodbox
1909_01,Europa,True,C,PSO J318.5-22,41.0,False,0.0,Prope Prighty
1909_02,Europa,True,C,TRAPPIST-1e,16.0,False,0.0,Acruxa Prighty
1909_03,Europa,False,C,TRAPPIST-1e,27.0,False,4759.0,Beide Prighty
1910_01,Mars,False,F,TRAPPIST-1e,11.0,False,0.0,Fow Cort
1910_02,Mars,False,F,55 Cancri e,28.0,False,3656.0,Erfros Cort
1910_03,Mars,False,F,TRAPPIST-1e,51.0,False,1390.0,Cakers Cort
1910_04,Mars,False,F,TRAPPIST-1e,1.0,False,1641.0,Gon Cort
1912_01,Earth,False,G,TRAPPIST-1e,56.0,False,6337.0,Ruthy Beckeetter
1913_01,Mars,False,F,TRAPPIST-1e,26.0,False,2599.0,Stray Bra
1913_02,Mars,True,F,TRAPPIST-1e,57.0,False,0.0,Corse Ane
1913_03,Mars,True,F,TRAPPIST-1e,13.0,False,0.0,Aark Ane
1914_01,Earth,True,G,PSO J318.5-22,32.0,False,10.0,Isaacy Kimpson
1917_01,Mars,False,F,PSO J318.5-22,28.0,False,557.0,Shawne Craftstens
1919_01,Earth,False,G,TRAPPIST-1e,12.0,False,0.0,Samie Corman
1921_01,Mars,False,F,PSO J318.5-22,35.0,False,1639.0,Ney Erry
1921_02,Mars,False,F,TRAPPIST-1e,33.0,True,1910.0,Sinkes Erry
1924_01,Earth,True,G,PSO J318.5-22,14.0,False,0.0,Jordy Greeves
1929_01,Earth,False,G,TRAPPIST-1e,26.0,False,784.0,Dannie Mcfaddoxter
1930_01,Mars,False,F,55 Cancri e,25.0,False,600.0,Karie Acobsond
1932_01,Mars,False,F,TRAPPIST-1e,27.0,False,2106.0,Antone Puckley
1934_01,Mars,False,F,TRAPPIST-1e,23.0,False,1522.0,Shelle Stenson
1936_01,Earth,False,E,TRAPPIST-1e,45.0,False,1297.0,Hamsp Icake
1943_01,Mars,False,F,55 Cancri e,50.0,False,737.0,Paulie Boyersons
1944_01,Earth,False,G,TRAPPIST-1e,24.0,False,888.0,Candy Whiters
1948_01,Europa,False,B,TRAPPIST-1e,54.0,False,12580.0,Meron Waring
1948_02,Europa,True,B,55 Cancri e,19.0,False,0.0,Alhail Waring
1949_01,Mars,False,F,TRAPPIST-1e,19.0,False,949.0,Sterry Smalls
1951_01,Mars,True,D,55 Cancri e,28.0,False,0.0,Dhenah Extraly
1951_02,Mars,False,D,55 Cancri e,28.0,False,6387.0,Weiaham Extraly
1954_01,Mars,False,F,55 Cancri e,39.0,False,1082.0,Sher Porki
1955_01,Mars,False,F,TRAPPIST-1e,20.0,False,805.0,Kennie Perkinson
1958_01,Earth,False,G,TRAPPIST-1e,30.0,False,2329.0,Naomie Brensonsen
1965_01,Earth,True,G,TRAPPIST-1e,35.0,False,0.0,Racyle Ramoran
1966_01,Europa,False,B,55 Cancri e,36.0,False,2822.0,Alphain Folhal
1970_01,Mars,False,F,TRAPPIST-1e,33.0,False,2627.0,Eulahy Parsoney
1972_01,Earth,False,E,TRAPPIST-1e,30.0,False,1049.0,Wer Hac
1982_01,Earth,False,E,TRAPPIST-1e,25.0,False,1619.0,Glendy Jacostaney
1986_01,Mars,True,F,TRAPPIST-1e,45.0,False,0.0,Toate Monie
1987_01,Earth,False,G,TRAPPIST-1e,23.0,False,908.0,Searla Bardinard
1989_01,Earth,True,G,55 Cancri e,51.0,False,0.0,Paulas Mullon
1990_01,Mars,True,F,TRAPPIST-1e,31.0,False,0.0,Cers Blake
1990_02,Mars,True,F,55 Cancri e,55.0,False,0.0,Unchal Blake
1998_01,Mars,False,F,PSO J318.5-22,24.0,False,1209.0,Gerte Hendrewsons
2002_01,Mars,True,F,TRAPPIST-1e,57.0,False,0.0,Craird Creke
2004_01,Earth,True,E,TRAPPIST-1e,24.0,False,0.0,Yapich Pashe
2005_01,Mars,False,F,TRAPPIST-1e,44.0,False,758.0,Janita Ericksonga
2005_02,Earth,False,G,TRAPPIST-1e,0.0,False,0.0,Sanya Ericksonga
2008_01,Mars,False,F,TRAPPIST-1e,15.0,False,804.0,Jasony Petton
2014_01,Earth,True,E,TRAPPIST-1e,49.0,False,0.0,Hadalm Switmorary
2016_01,Mars,True,F,TRAPPIST-1e,24.0,False,0.0,Graisp Barte
2016_02,Mars,False,F,TRAPPIST-1e,47.0,False,2092.0,Cups Barte
2017_01,Earth,False,E,TRAPPIST-1e,26.0,False,0.0,Panbug Creke
2017_02,Mars,False,F,TRAPPIST-1e,26.0,False,1909.0,Spil Creke
2018_01,Earth,True,G,TRAPPIST-1e,4.0,False,0.0,Thony Franey
2020_01,Europa,False,C,TRAPPIST-1e,30.0,False,2638.0,Minchib Swinvul
2021_01,Earth,True,G,TRAPPIST-1e,23.0,False,0.0,Andace Flynnis
2023_01,Earth,False,G,TRAPPIST-1e,23.0,False,721.0,Bethy Stantiagord
2023_02,Earth,True,G,TRAPPIST-1e,4.0,False,0.0,Elenna Stantiagord
2023_03,Earth,True,G,TRAPPIST-1e,3.0,False,0.0,Monah Stantiagord
2025_01,Europa,False,B,55 Cancri e,42.0,True,7678.0,Alteron Stiviorad
2030_01,Mars,False,F,TRAPPIST-1e,22.0,False,1513.0,Lulard Trerady
2031_01,Earth,False,G,TRAPPIST-1e,21.0,False,710.0,Ermank Huntt
2033_01,Mars,False,F,55 Cancri e,28.0,False,701.0,Briam Mcneiley
2035_01,Mars,False,D,TRAPPIST-1e,35.0,False,2698.0,
2035_02,Mars,True,F,TRAPPIST-1e,20.0,False,0.0,Donch Backe
2036_01,Earth,True,G,PSO J318.5-22,22.0,False,0.0,Sylvin Jacostanley
2036_02,Earth,False,G,TRAPPIST-1e,30.0,False,724.0,Justie Barkeretton
2036_03,Earth,False,G,TRAPPIST-1e,0.0,False,0.0,Celis Jacostanley
2037_01,Europa,True,B,TRAPPIST-1e,22.0,False,0.0,Solaron Laturive
2037_02,Europa,False,B,TRAPPIST-1e,15.0,False,6579.0,Rassias Laturive
2039_01,Mars,False,F,TRAPPIST-1e,4.0,False,0.0,Apple Jaff
2039_02,Mars,True,F,TRAPPIST-1e,19.0,False,0.0,Callix Jaff
2039_03,Mars,True,F,TRAPPIST-1e,29.0,False,0.0,Beres Balle
2047_01,Earth,True,G,TRAPPIST-1e,17.0,False,0.0,Raulia Jenkinnedy
2048_01,Mars,False,F,55 Cancri e,21.0,False,722.0,Enry Morrencis
2049_01,Earth,True,G,PSO J318.5-22,20.0,False,0.0,Kirky Edwartizman
2050_01,Earth,False,G,TRAPPIST-1e,24.0,False,720.0,Harlen Peter
2057_01,Earth,True,G,PSO J318.5-22,6.0,False,0.0,Carold Carley
2057_02,Earth,False,G,PSO J318.5-22,9.0,False,0.0,Kenny Lewinton
2057_03,Earth,False,G,TRAPPIST-1e,21.0,False,784.0,Nelley Gordanieves
2057_04,Earth,True,G,TRAPPIST-1e,46.0,False,0.0,Agnesa Lewinton
2057_05,Mars,False,F,TRAPPIST-1e,20.0,False,723.0,Leahy Lewinton
2058_01,Mars,False,F,55 Cancri e,27.0,False,1530.0,Smal Gelte
2064_01,Mars,True,F,TRAPPIST-1e,23.0,False,0.0,Mos Terry
2068_01,Europa,True,C,TRAPPIST-1e,28.0,False,0.0,Izarino Ingent
2068_02,Europa,False,C,55 Cancri e,53.0,False,5186.0,Wimps Ingent
2068_03,Europa,False,C,TRAPPIST-1e,41.0,False,2979.0,Gimph Ingent
2068_04,Europa,False,C,55 Cancri e,32.0,False,10740.0,Diphah Disheract
2068_05,Europa,False,C,TRAPPIST-1e,27.0,False,7166.0,Geonev Ingent
2069_01,Mars,False,F,TRAPPIST-1e,31.0,False,778.0,Hilley Willangsey
2072_01,Earth,False,E,TRAPPIST-1e,20.0,False,535.0,Evenna Brooke
2072_02,Mars,False,F,TRAPPIST-1e,19.0,False,672.0,Thel Brooke
2076_01,Mars,True,F,TRAPPIST-1e,55.0,False,0.0,Varz Hast
2077_01,Mars,False,F,TRAPPIST-1e,35.0,False,924.0,Jeroy Castron
2078_01,Mars,True,F,TRAPPIST-1e,70.0,False,0.0,Crios Biane
2079_01,Earth,False,G,55 Cancri e,22.0,False,2366.0,Evenna Pierry
2079_02,Mars,False,F,TRAPPIST-1e,46.0,False,969.0,Verney Pierry
2079_03,Mars,False,F,TRAPPIST-1e,16.0,False,1449.0,Phia Pierry
2093_01,Earth,False,G,TRAPPIST-1e,14.0,False,770.0,Ronna Meadoney
2098_01,Earth,False,G,TRAPPIST-1e,13.0,False,51.0,Blance Monroellynn
2101_01,Earth,True,G,55 Cancri e,44.0,False,0.0,Hellia Carley
2101_02,Mars,False,F,TRAPPIST-1e,15.0,False,949.0,Yolas Carley
2103_01,Earth,False,G,TRAPPIST-1e,32.0,False,1873.0,Ren Yatters
2108_01,Europa,False,C,55 Cancri e,26.0,False,9315.0,Izarino Goortedant
2108_02,Europa,False,C,TRAPPIST-1e,42.0,False,2328.0,Tabdhib Goortedant
2109_01,Earth,True,G,TRAPPIST-1e,44.0,False,0.0,Heila Hestes
2113_01,Mars,True,,TRAPPIST-1e,15.0,False,0.0,Julin Rothewson
2119_01,Earth,False,G,TRAPPIST-1e,35.0,False,884.0,Etha Masquez
2119_02,Earth,True,G,TRAPPIST-1e,35.0,False,0.0,Fanna Masquez
2122_01,Earth,False,E,PSO J318.5-22,24.0,False,618.0,Mollen Wolfaddox
2132_01,Earth,True,G,PSO J318.5-22,19.0,False,0.0,Johna Wartyson
2146_01,Europa,False,B,TRAPPIST-1e,37.0,False,5337.0,Atrino Persoffly
2146_02,Europa,True,B,55 Cancri e,31.0,False,0.0,Hassias Persoffly
2151_01,Earth,True,G,TRAPPIST-1e,39.0,False,0.0,Brina Ballocks
2155_01,Mars,False,F,TRAPPIST-1e,35.0,False,899.0,Rice Ryanga
2157_01,Mars,False,F,TRAPPIST-1e,26.0,False,872.0,Min Daughessey
2160_01,Mars,False,,TRAPPIST-1e,26.0,False,2599.0,Meal Anate
2160_02,Mars,True,F,55 Cancri e,0.0,False,0.0,Alex Anate
2160_03,Mars,True,F,TRAPPIST-1e,8.0,False,74.0,Mark Anate
2165_01,Mars,False,F,TRAPPIST-1e,44.0,False,74.0,Clarry Casez
2166_01,Mars,False,F,TRAPPIST-1e,20.0,False,948.0,Verly Braymon
2169_01,Earth,False,G,TRAPPIST-1e,56.0,False,1019.0,Evaley Gaineyerson
2170_01,Mars,False,F,TRAPPIST-1e,31.0,False,776.0,Marix Josey
2174_01,Mars,False,F,55 Cancri e,16.0,False,898.0,Karlie Castannison
2176_01,Earth,True,G,PSO J318.5-22,29.0,False,0.0,Dia Dotsonton
2178_01,Earth,False,G,TRAPPIST-1e,22.0,False,786.0,Enry Dotsonton
2181_01,Mars,False,F,TRAPPIST-1e,39.0,False,614.0,Josey Buckentry
2184_01,Europa,True,C,55 Cancri e,25.0,False,0.0,
2184_02,Europa,True,C,TRAPPIST-1e,43.0,False,0.0,Ankabit Coilling
2185_01,Europa,True,C,55 Cancri e,37.0,False,0.0,Dirius Catimod
2192_01,Earth,False,G,PSO J318.5-22,24.0,False,771.0,Verly Estein
2197_01,Earth,False,G,55 Cancri e,53.0,False,673.0,Helean Hermanapp
2199_01,Mars,False,,55 Cancri e,19.0,False,702.0,Haryn Mandez
2208_01,Mars,False,F,TRAPPIST-1e,24.0,False,1422.0,Volath Babre
2213_01,Earth,False,E,TRAPPIST-1e,31.0,False,2109.0,Eloos Panad
2214_01,Earth,False,E,TRAPPIST-1e,27.0,False,1625.0,Therie Marson
2216_01,Mars,False,F,PSO J318.5-22,57.0,False,545.0,Felice Guezaley
2217_01,Europa,False,T,TRAPPIST-1e,26.0,False,4771.0,Alarmus Brantcable
2218_01,Earth,False,E,TRAPPIST-1e,15.0,False,788.0,Beathy Ryanga
2222_01,Mars,True,F,TRAPPIST-1e,19.0,False,0.0,Ockies Burie
2226_01,Earth,True,G,PSO J318.5-22,27.0,False,473.0,Garry Owerson
2227_01,Mars,True,F,TRAPPIST-1e,23.0,False,0.0,Eggers Chen
2230_01,Earth,True,G,TRAPPIST-1e,6.0,False,18.0,Sonard Greenez
2236_01,Earth,False,E,TRAPPIST-1e,15.0,False,977.0,Allie Dicksons
2240_01,Earth,True,G,55 Cancri e,2.0,False,0.0,Vanez Fultz
2240_02,Mars,False,F,TRAPPIST-1e,21.0,False,1449.0,Carma Fultz
2240_03,Earth,False,G,TRAPPIST-1e,0.0,False,0.0,Stene Fultz
2242_01,Earth,True,G,55 Cancri e,18.0,False,0.0,Kimmy Potters
2244_01,Mars,False,F,TRAPPIST-1e,46.0,False,970.0,Denna Burnerez
2245_01,Europa,True,A,55 Cancri e,43.0,False,0.0,Propent Hyling
2245_02,Europa,True,A,TRAPPIST-1e,45.0,True,0.0,Izares Hyling
2246_01,Europa,False,C,55 Cancri e,40.0,False,7338.0,Elerops Pippoppere
2246_02,Europa,False,C,TRAPPIST-1e,44.0,False,3599.0,Solarid Pippoppere
2247_01,Mars,False,F,55 Cancri e,27.0,False,1920.0,Estina Schwardson
2248_01,Mars,False,F,TRAPPIST-1e,55.0,False,1235.0,Walley Moraleney
2249_01,Earth,False,E,TRAPPIST-1e,24.0,False,1608.0,Maen Hopperett
2250_01,Mars,False,F,TRAPPIST-1e,27.0,False,969.0,Genee Powery
2259_01,Europa,False,C,55 Cancri e,33.0,False,3335.0,Zibah Tabloory
2259_02,Europa,True,C,55 Cancri e,35.0,False,32.0,Kraban Tabloory
2260_01,Mars,True,D,TRAPPIST-1e,33.0,False,32.0,Okulam Clumsty
2265_01,Mars,False,F,TRAPPIST-1e,34.0,False,561.0,Ellard Brownings
2271_01,Europa,False,C,55 Cancri e,37.0,False,13504.0,Nusakar Cattyried
2276_01,Earth,True,G,TRAPPIST-1e,46.0,False,0.0,Ellena Sosanturney
2276_02,Mars,False,F,TRAPPIST-1e,45.0,False,1470.0,Thery Sosanturney
2283_01,Mars,False,F,TRAPPIST-1e,14.0,False,1040.0,Rald Lambucketty
2285_01,Earth,False,G,PSO J318.5-22,26.0,False,844.0,Lewise Workmans
2286_01,Earth,False,G,TRAPPIST-1e,56.0,False,767.0,Rickie Chroeders
2290_01,Earth,True,G,PSO J318.5-22,24.0,False,0.0,Nelle Cardners
2292_01,Earth,True,G,PSO J318.5-22,19.0,False,0.0,Nichad Shephendery
2293_01,Mars,True,F,TRAPPIST-1e,51.0,False,0.0,Cink Hacle
2294_01,Europa,False,C,55 Cancri e,24.0,False,3652.0,Zosmas Reswiress
2297_01,Mars,False,F,TRAPPIST-1e,23.0,False,877.0,Ruthy Pernard
2304_01,Earth,True,G,TRAPPIST-1e,21.0,False,0.0,Glenry Herreras
2307_01,Earth,True,E,TRAPPIST-1e,6.0,False,0.0,Shalle Foledges
2307_02,Earth,False,E,TRAPPIST-1e,11.0,False,0.0,Ninaha Foledges
2307_03,Earth,False,E,TRAPPIST-1e,4.0,False,0.0,Robyna Foledges
2307_04,Earth,False,E,TRAPPIST-1e,0.0,False,0.0,Eillis Foledges
2307_05,Earth,True,E,TRAPPIST-1e,7.0,False,0.0,Adriet Foledges
2322_01,Earth,False,E,TRAPPIST-1e,24.0,False,787.0,Therta Lunapperts
2323_01,Mars,False,F,TRAPPIST-1e,32.0,False,1154.0,Tammyl Garden
2324_01,Mars,False,F,TRAPPIST-1e,43.0,False,644.0,Melvia Lessonerry
2326_01,Earth,True,G,TRAPPIST-1e,24.0,False,0.0,Lolas Owery
2328_01,Mars,False,F,TRAPPIST-1e,49.0,False,1052.0,Artis Farrowns
2330_01,Mars,False,F,PSO J318.5-22,21.0,False,612.0,Jarena Weaverays
2331_01,Mars,True,,55 Cancri e,29.0,False,0.0,Batenan Fueling
2334_01,Earth,False,G,TRAPPIST-1e,25.0,False,914.0,Evane Holton
2335_01,Earth,True,G,PSO J318.5-22,27.0,False,0.0,
2337_01,Earth,True,G,PSO J318.5-22,14.0,False,0.0,Kendre Pittler
2342_01,Earth,False,G,TRAPPIST-1e,67.0,False,807.0,Ela Potthews
2343_01,Europa,True,B,55 Cancri e,17.0,False,0.0,Okulam Donotaked
2343_02,Europa,False,B,TRAPPIST-1e,44.0,False,0.0,Alramak Donotaked
2344_01,Europa,False,B,55 Cancri e,52.0,False,3729.0,Bellus Belstrut
2344_02,Europa,True,B,55 Cancri e,14.0,False,817.0,Phonons Belstrut
2346_01,Mars,False,F,TRAPPIST-1e,17.0,False,817.0,Annard Mullon
2350_01,Earth,False,E,TRAPPIST-1e,19.0,False,1897.0,Froos Gooki
2350_02,Mars,False,F,TRAPPIST-1e,36.0,False,1287.0,Nutz Fle
2350_03,Mars,True,F,55 Cancri e,19.0,False,0.0,Flark Gooki
2351_01,Mars,False,D,TRAPPIST-1e,25.0,False,2772.0,Puffs Botie
2351_02,Mars,False,F,TRAPPIST-1e,39.0,False,1191.0,Toats Botie
2352_01,Mars,False,F,55 Cancri e,32.0,False,1625.0,Unfly Hotty
2354_01,Mars,False,F,TRAPPIST-1e,75.0,False,2188.0,Rowl Bara
2355_01,Mars,True,D,TRAPPIST-1e,37.0,False,0.0,Minus Unticatter
2355_02,Mars,True,D,55 Cancri e,25.0,False,0.0,Auvair Unticatter
2355_03,Mars,False,D,TRAPPIST-1e,33.0,False,2054.0,Meisam Unticatter
2355_04,Mars,False,D,55 Cancri e,25.0,False,5630.0,Saiphda Unticatter
2358_01,Earth,False,G,TRAPPIST-1e,24.0,False,1778.0,Laude Carreralend
2359_01,Mars,False,F,TRAPPIST-1e,22.0,False,1449.0,Allene Macdonadows
2362_01,Earth,False,E,TRAPPIST-1e,22.0,False,171.0,Thell Welltonces
2370_01,Earth,True,G,TRAPPIST-1e,36.0,False,0.0,Lardy Hoffergess
2370_02,Earth,True,G,TRAPPIST-1e,4.0,False,0.0,Jayne Hoffergess
2370_03,Earth,False,G,TRAPPIST-1e,61.0,False,149.0,Elle Hoffergess
2370_04,Earth,False,G,TRAPPIST-1e,0.0,False,0.0,
2371_01,Mars,False,F,TRAPPIST-1e,15.0,False,860.0,Hilip Summington
2372_01,Mars,False,F,TRAPPIST-1e,42.0,False,1228.0,Macode Sto
2378_01,Earth,False,E,TRAPPIST-1e,27.0,False,1049.0,Hion Blie
2378_02,Mars,True,F,TRAPPIST-1e,5.0,False,0.0,Pebix Blie
2380_01,Europa,False,A,TRAPPIST-1e,32.0,False,12319.0,Jabbab Entenedy
2380_02,Europa,True,A,55 Cancri e,38.0,False,0.0,Alkurak Entenedy
2381_01,Earth,True,G,PSO J318.5-22,21.0,False,0.0,Ivaney Ellahan
2383_01,Earth,False,G,PSO J318.5-22,23.0,False,1780.0,Elia Pooles
2383_02,Earth,False,G,TRAPPIST-1e,34.0,False,908.0,Megany Pooles
2386_01,Mars,True,F,TRAPPIST-1e,28.0,False,770.0,Dat Peake
2388_01,Earth,False,G,TRAPPIST-1e,23.0,False,1788.0,Letty Gentledges
2388_02,Earth,True,G,TRAPPIST-1e,14.0,False,0.0,Ellene Gentledges
2393_01,Mars,False,F,TRAPPIST-1e,60.0,False,864.0,Rena Coxterez
2394_01,Earth,True,G,PSO J318.5-22,78.0,False,0.0,Bonya Garrez
2394_02,Earth,True,G,55 Cancri e,6.0,False,0.0,Ninald Garrez
2394_03,Mars,False,F,55 Cancri e,17.0,False,876.0,Samany Garrez
2400_01,Mars,False,F,55 Cancri e,41.0,False,749.0,Alicey Knoxonway
2405_01,Mars,False,F,PSO J318.5-22,40.0,False,683.0,Evaned Parsoney
2407_01,Europa,False,C,55 Cancri e,47.0,False,0.0,Askedus Setvatend
2408_01,Earth,False,G,TRAPPIST-1e,23.0,False,705.0,Deaney Fersongs
2415_01,Mars,False,F,TRAPPIST-1e,41.0,False,2735.0,Dawne Salez
2418_01,Earth,False,E,TRAPPIST-1e,60.0,False,1619.0,Elsane Wardendez
2420_01,Earth,False,G,TRAPPIST-1e,46.0,False,907.0,Lelah Willynnedy
2422_01,Europa,False,B,55 Cancri e,19.0,False,15962.0,Betena Maglible
2422_02,Europa,True,B,55 Cancri e,18.0,False,0.0,Alarmus Maglible
2425_01,Earth,True,G,TRAPPIST-1e,0.0,False,1059.0,Raulia Tranklinay
2425_02,Earth,False,G,PSO J318.5-22,28.0,False,2457.0,Trice Tranklinay
2425_03,Mars,False,F,TRAPPIST-1e,30.0,False,2401.0,Rickie Tranklinay
2425_04,Earth,False,G,55 Cancri e,9.0,False,0.0,Elenna Tranklinay
2425_05,Mars,True,,TRAPPIST-1e,0.0,False,0.0,Coley Tranklinay
2425_06,Earth,True,G,TRAPPIST-1e,4.0,False,0.0,Lan Tranklinay
2428_01,Mars,False,F,PSO J318.5-22,22.0,False,553.0,Bonyam Hayertez
2430_01,Earth,True,G,TRAPPIST-1e,32.0,False,0.0,Darry Mcphernard
2430_02,Earth,False,G,TRAPPIST-1e,7.0,False,0.0,Beathy Mcphernard
2430_03,Earth,False,G,TRAPPIST-1e,19.0,False,785.0,Ronia Mcphernard
2434_01,Earth,True,G,TRAPPIST-1e,34.0,False,0.0,Meline Steelerettt
2434_02,Mars,False,F,TRAPPIST-1e,24.0,False,702.0,Stene Steelerettt
2437_01,Mars,False,F,TRAPPIST-1e,17.0,False,2630.0,Lulard Hendez
2440_01,Earth,False,G,TRAPPIST-1e,31.0,False,766.0,Leondy Sawyerson
2447_01,Mars,False,F,TRAPPIST-1e,42.0,False,803.0,Chelly Simson
2448_01,Europa,True,B,55 Cancri e,14.0,False,0.0,Photons Improus
2448_02,Europa,True,B,55 Cancri e,27.0,False,0.0,Shatrix Improus
2450_01,Mars,False,F,TRAPPIST-1e,21.0,False,2077.0,Charry Frazie
2459_01,Earth,True,G,55 Cancri e,24.0,False,0.0,Vanney Kerrealds
2464_01,Earth,False,E,TRAPPIST-1e,34.0,False,2347.0,Cappe Trake
2465_01,Mars,False,D,55 Cancri e,35.0,False,1054.0,Clus Brity
2468_01,Earth,True,E,55 Cancri e,43.0,False,0.0,Scharab Meplel
2469_01,Mars,True,F,TRAPPIST-1e,25.0,False,0.0,Cruis Apple
2469_02,Mars,False,F,TRAPPIST-1e,19.0,False,1149.0,Ming Apple
2473_01,Mars,False,F,TRAPPIST-1e,25.0,False,870.0,Willah Cleachrand
2481_01,Earth,True,G,55 Cancri e,22.0,False,0.0,Amela Irwinson
2481_02,Mars,False,,TRAPPIST-1e,23.0,False,787.0,Hanna Irwinson
2482_01,Mars,False,D,55 Cancri e,42.0,False,5830.0,Minchib Nairconed
2482_02,Mars,False,D,55 Cancri e,40.0,False,7028.0,Lesat Nairconed
2484_01,Mars,True,F,TRAPPIST-1e,71.0,False,21.0,Eres Clake
2484_02,Mars,False,F,TRAPPIST-1e,18.0,False,1039.0,Cheats Clake
2485_01,Earth,False,E,TRAPPIST-1e,34.0,True,1298.0,Zers Late
2487_01,Mars,False,F,TRAPPIST-1e,4.0,False,0.0,Heersh Saf
2487_02,Mars,True,F,TRAPPIST-1e,18.0,False,0.0,Lopedo Saf
2487_03,Mars,False,D,TRAPPIST-1e,22.0,False,2578.0,Badont Saf
2490_01,Mars,False,F,TRAPPIST-1e,38.0,False,802.0,Chael Baxters
2493_01,Europa,False,C,55 Cancri e,33.0,False,18016.0,Winonon Reelest
2493_02,Europa,False,C,PSO J318.5-22,27.0,True,33389.0,Markar Reelest
2494_01,Europa,True,B,TRAPPIST-1e,18.0,False,0.0,Shamak Bacistion
2494_02,Europa,False,B,55 Cancri e,34.0,False,8139.0,Weiaham Bacistion
2495_01,Earth,False,G,55 Cancri e,66.0,False,628.0,
2501_01,Europa,True,C,TRAPPIST-1e,47.0,False,688.0,
2504_01,Mars,False,F,TRAPPIST-1e,35.0,False,901.0,Nancis Hopez
2507_01,Earth,True,G,TRAPPIST-1e,23.0,False,0.0,Jordy Currisones
2511_01,Mars,False,F,TRAPPIST-1e,36.0,False,970.0,Jonaye Hickerson
2514_01,Mars,False,,TRAPPIST-1e,36.0,False,791.0,Ianne Doughan
2517_01,Mars,True,F,TRAPPIST-1e,35.0,False,0.0,Miten Nuthe
2525_01,Mars,False,F,TRAPPIST-1e,15.0,False,877.0,Lloyde Mayson
2529_01,Europa,False,C,TRAPPIST-1e,39.0,True,5655.0,Muontak Healist
2533_01,Earth,False,G,55 Cancri e,48.0,False,392.0,Hen Kerrealds
2536_01,Mars,True,F,TRAPPIST-1e,47.0,False,0.0,Heres Paie
2538_01,Europa,True,B,55 Cancri e,21.0,False,0.0,Scelava Pistage
2538_02,Europa,True,B,TRAPPIST-1e,31.0,False,0.0,Wimps Uncionted
2539_01,Mars,False,,TRAPPIST-1e,13.0,False,1019.0,Garry Goods
2543_01,Mars,False,F,TRAPPIST-1e,32.0,False,1010.0,Geneen Mcleaney
2554_01,Mars,True,F,PSO J318.5-22,22.0,False,1188.0,Gracy Wallerson
2556_01,Mars,True,F,55 Cancri e,40.0,False,0.0,Mulk Flie
